security_code,isin,symbol,security_group,security_name
524717,INE150C01011,TITANBIO,X,TITAN BIOTECH LTD.
524727,INE004E01016,SDL,XT,Span Divergent Limited
524731,INE354A01013,JENBURPH,X,JENBURKT PHARMACEUTICALS LTD.
524735,INE475B01022,HIKAL,A,HIKAL LTD.
524742,INE475E01026,CAPLIPOINT,A,CAPLIN POINT LABORATORIES LTD.
524743,INE771F01025,FISCHER,T,FISCHER MEDICAL VENTURES LIMIT
524748,INE302F01011,LINKPH,X,LINK PHARMA CHEM LTD.
524752,INE643N01012,DECIPHER,X,DECIPHER LABS LIMITED
524768,INE634B01016,EMMESSA,X,EMMESSAR BIOTECH & NUTRITION L
524774,INE887E01022,NGLFINE,B,NGL FINE-CHEM LTD.
524790,INE334C01029,EVERESTO,X,EVEREST ORGANICS LTD.
524804,INE406A01037,AUROPHARMA,A,AUROBINDO PHARMA LTD.
524808,INE037C01010,PHYTO,X,PHYTO CHEM (INDIA) LTD.
524816,INE987B01026,NATCOPHARM,A,NATCO PHARMA LTD.
524818,INE457C01010,DYNAMIND,X,DYNAMIC INDUSTRIES LTD.
524820,INE305C01029,PANAMAPET,B,PANAMA PETROCHEM LTD.
524824,INE083D01012,BALPHARMA,B,BAL PHARMA LTD.
524828,INE278D01018,BDH,X,BDH INDUSTRIES LTD.
526001,INE593O01017,JAUSPOL,XT,JAUSS POLYMERS LTD.
526025,INE064L01015,GLOBUSCON,XT,GLOBUS CONSTRUCTORS & DEVELOPE
526027,INE144D01012,CUBEXTUB,T,CUBEX TUBINGS LTD.
526043,INE809B01014,POLYCHMP,X,POLYMECHPLAST MACHINES LTD.
526071,INE395F01023,STELLANT,X,STELLANT SECURITIES (INDIA) LT
526073,INE020S01012,GALXBRG,X,GALAXY BEARINGS LTD.
526081,INE895E01017,SCAGRO,XT,SC Agrotech Limited
526095,INE427E01027,RALEGRA,XT,RAVILEELA GRANITES LTD.
526113,INE602H01010,UNRYLMA,XT,UNIROYAL MARINE EXPORTS LTD.
526115,INE327D01013,KARANWO,X,KARAN WOO-SIN LTD.
526117,INE011D01013,SHERVANI,X,SHERVANI INDUSTRIAL SYNDICATE
526125,INE00HZ01011,BNHOLDINGS,X,BN HOLDINGS LIMITED
526133,INE881B01054,SUPERTEX,XT,SUPERTEX INDUSTRIES LTD.
526137,INE278C01010,SHETR,X,SHETRON LTD.
526139,INE773D01018,TRABI,XT,TRANSGENE BIOTEK LTD.
526143,INE343A01016,MPL,X,MPL PLASTICS LTD.
526159,INE926C01022,NIKHILAD,X,NIKHIL ADHESIVES LTD.
526161,INE175C01018,SPENTA,X,SPENTA INTERNATIONAL LTD.
526169,INE678F01014,MULTIBASE,X,MULTIBASE INDIA LTD.
526173,INE449C01025,ANDREWYU,B,ANDREW YULE & COMPANY LTD.
526179,INE983C01015,LUDLOWJUT,X,LUDLOW JUTE & SPECIALITIES LTD
526187,INE293C01019,ASHRAM,X,ASHRAM ONLINE.COM LTD.
526193,INE618A01011,ROYALCU,XT,ROYAL CUSHION VINYL PRODUCTS L
526211,INE170U01011,SURJIND,X,SURAJ INDUSTRIES LTD.
526217,INE120D01012,HITECHCORP,B,Hitech Corporation Limited
526225,INE253C01013,BLOOM,XT,BLOOM DEKOR LTD.
526227,INE816B01035,FILATEX,B,FILATEX INDIA LTD.
526231,INE307D01015,STDSFAC,X,STANDARD SURFACTANTS LTD.
526237,INE902C01015,MORGAN,XT,MORGAN VENTURES LTD.
526241,INE762C01021,AMRAPLIN,X,AMRAPALI INDUSTRIES LTD.
526247,INE863B01029,PREMEXPLN,T,PREMIER EXPLOSIVES LTD.
526251,INE033E01015,MIDEASTP,XT,MID EAST PORTFOLIO MANAGEMENT
526263,INE835B01035,MOLDTECH,B,MOLD-TEK TECHNOLOGIES LTD.
526269,INE293N01016,CRSTCHM,XT,CRESTCHEM LTD.
526299,INE356A01018,MPHASIS,A,MPHASIS LTD.
526301,INE047C01019,MEDINOV,X,MEDINOVA DIAGNOSTIC SERVICES L
526315,INE410G01010,DIVSHKT,X,DIVYASHAKTI LIMITED
526325,INE609C01024,ORIENTLTD,B,ORIENT PRESS LTD.
526335,INE115F01017,SHREYASI,X,SHREYAS INTERMEDIATES LTD.
526345,INE744D01019,PANJON,X,PANJON LTD.
526355,INE138B01018,DUROPACK,X,DUROPACK LTD.
526365,INE967A01012,SWARNSAR,X,SWARNSARITA JEWELS INDIA LIMIT
526367,INE460C01014,GANESHHOUC,B,GANESH HOUSING CORPORATION LTD
526371,INE584A01023,NMDC,A,NMDC LTD.
526373,INE908C01012,CINDHO,X,CINDRELLA HOTELS LTD.
526381,INE529D01014,PATINTLOG,B,PATEL INTEGRATED LOGISTICS LTD
526397,INE137C01018,ALPHAGEO,B,ALPHAGEO (INDIA) LTD.
526407,INE299D01022,HAMPTON,B,HAMPTON SKY REALTY LIMITED
526409,INE301C01028,KKALPANAIND,XT,KKALPANA INDUSTRIES (INDIA) LT
526415,INE870B01024,OKPLA,X,OK PLAY INDIA LTD.
526423,INE479D01038,KRITI,B,KRITI INDUSTRIES (INDIA) LTD.
526431,INE662D01013,WELTI,XT,WELTERMAN INTERNATIONAL LTD.
526433,INE867C01010,ASMTEC,X,ASM TECHNOLOGIES LTD.
526435,INE759I01024,PERFEPA,XT,PERFECTPAC LTD.
526441,INE515B01025,VISIONCINE,X,VISION CINEMAS LTD.
526443,INE072B01027,DATASOFT,XT,DATASOFT APPLICATION SOFTWARE
526445,INE007C01021,INDRANIB,XT,INDRAYANI BIOTECH LTD.
526468,INE940E01011,EUROLED,X,EURO LEDER FASHION LTD.
526471,INE391C01011,WINSOMBR,XT,WINSOME BREWERIES LTD.
526473,INE152E01013,ELEFLOR,X,ELEGANT FLORICULTURE & AGROTEC
526477,INE118B01010,SAENTER,XT,SOUTH ASIAN ENTERPRISES LTD.
526479,INE765B01018,SKYIND,X,SKY INDUSTRIES LTD.
526481,INE245B01011,PHOENXINTL,X,PHOENIX INTERNATIONAL LTD.
526490,INE206C01029,PRATIK,X,PRATIK PANELS LTD.
526492,INE582D01013,RISHIROOP,X,Rishiroop Limited
526494,INE818D01011,PROMACT,XT,PROMACT IMPEX LIMITED
526500,INE398F01019,STRGRENWO,X,STERLING GREEN WOODS LTD.
526506,INE356B01016,SYSTMTXC,X,SYSTEMATIX CORPORATE SERVICES
526508,INE825D01016,SHAHISHIP,XT,Shahi Shipping Limited
526519,INE840D01015,ALPINEHOU,X,ALPINE HOUSING DEVELOPMENT COR
526521,INE999B01013,SANGHIIND,B,SANGHI INDUSTRIES LTD.
526525,INE550D01010,WWALUM,XT,WORLDWIDE ALUMINIUM LIMITED
526530,INE670C01026,IIRM,XT,IIRM HOLDINGS INDIA LIMITED
526532,INE716K01020,SFPIL,X,SQUARE FOUR PROJECTS INDIA LIM
526544,INE967B01028,SCANPGEOM,XT,SCANPOINT GEOMATICS LTD.
526546,INE493D01013,CHOKSILA,XT,CHOKSI LABORATORIES LTD.
526550,INE652F01027,CCHHL,T,COUNTRY CLUB HOSPITALITY AND H
526568,INE696E01019,LONTE,X,LONGVIEW TEA COMPANY LTD.
526570,INE519N01014,MIDWEST,XT,MIDWEST GOLD LTD.
526574,INE439G01019,ENTRINT,X,ENTERPRISE INTERNATIONAL LTD.
526576,INE778A01021,TECHIN,T,TECHIN
526582,INE413G01022,TPLPLASTEH,B,TPL PLASTECH LTD.
526586,INE015B01018,WIMPLAST,X,WIM PLAST LTD.
526588,INE813B01016,PHOTOQUP,X,PHOTOQUIP INDIA LTD.
526596,INE557B01019,LIBERTSHOE,B,LIBERTY SHOES LTD.
526604,INE845B01018,LIPPISYS,X,LIPPI SYSTEMS LTD.
526608,INE822G01016,ELECTHERM,T,ELECTROTHERM (INDIA) LTD.
526612,INE233B01017,BLUEDART,A,BLUE DART EXPRESS LTD.
526614,INE561D01025,EXPOGAS,X,EXPO GAS CONTAINERS LTD.
526616,INE233D01013,NATPLAS,X,NATIONAL PLASTIC INDUSTRIES LT
526622,INE244C01020,MFLINDIA,X,MFL INDIA LTD.
526638,INE594V01028,TEXELIN,X,TEXEL INDUSTRIES LTD.
526640,INE008C01011,RAYALEMA,X,ROYALE MANOR HOTELS & INDUSTRI
526642,INE771A01026,MIRZAINT,B,MIRZA INTERNATIONAL LTD.
526650,INE305A01015,TFCILTD,B,TOURISM FINANCE CORPORATION OF
526654,INE403F01017,THAKDEV,X,THAKKERS DEVELOPERS LTD.
526662,INE610C01014,ARENTERP,B,RAJDARSHAN INDUSTRIES LTD.
526666,INE828A01016,BIL,T,BHARTIYA INTERNATIONAL LTD.
526668,INE967C01018,KAMATHOTEL,B,KAMAT HOTELS (INDIA) LTD.
526675,INE008N01018,TIRTPLS,XT,TIRTH PLASTIC LTD.
526677,INE055C01020,KEEPLEARN,T,DSJ KEEP LEARNING LIMITED
526687,INE084C01012,POLOHOT,Z,POLO HOTELS LTD.
526703,INE423D01010,ECOPLAST,X,ECOPLAST LTD.
526705,INE095B01010,ELEMARB,X,ELEGANT MARBLES & GRANI INDUST
526709,INE839A01021,BITS,XT,BITS LTD.
526711,INE627D01016,ADARSHPL,XT,ADARSH PLANT PROTECT LTD.
526717,INE136C01044,HPBL,X,HCP PLASTENE BULKPACK LIMITED
526721,INE653C01022,NICCOPAR,X,NICCO PARKS & RESORTS LTD.
526723,INE920C01017,NTCIND,X,NTC INDUSTRIES LTD.
526725,INE583B01015,SANDESH,B,SANDESH LTD.
526727,INE797D01017,GARNET,X,GARNET CONSTRUCTION LTD.
526729,INE025B01025,GOLDIAM,B,GOLDIAM INTERNATIONAL LTD.
526731,INE630D01010,BRIGHTBR,X,BRIGHT BROTHERS LTD.
526739,INE869A01010,SHAWGELTIN,X,NARMADA GELATINES LTD.
526747,INE078D01012,PGFOILQ,X,PG FOILS LTD.
526751,INE915E01013,GRATEXI,X,GRATEX INDUSTRIES LTD.
526755,INE548D01014,VELHO,XT,VELAN HOTELS LTD.
526761,INE931B01016,HOWARHO,X,HOWARD HOTELS LTD.
526773,INE891E01024,PRESSURS,X,PRESSURE SENSITIVE SYSTEMS (IN
526775,INE760B01019,VALIANT,XT,VALIANT COMMUNICATIONS LTD.
526783,INE934C01018,DRAGARWQ,X,DR.AGARWALS EYE HOSPITAL LTD.
526795,INE007G01014,MHSGRMS,ZP,MAHASAGAR TRAVELS LTD.
526797,INE461C01038,GREENPLY,B,GREENPLY INDUSTRIES LTD.
526807,INE497B01018,SEAMECLTD,B,SEAMEC LTD.
526813,INE753B01014,RAGHUNAT,XT,RAGHUNATH INTERNATIONAL LTD.
526817,INE974B01016,CHEVIOT,B,CHEVIOT CO.LTD.
526821,INE928C01010,DAICHI,X,DAI-ICHI KARKARIA LTD.
526823,INE016C01014,RAJINFRA,XT,RAJESWARI INFRASTRUCTURE LIMIT
526827,INE882D01017,SPICEISLIN,XT,SPICE ISLANDS INDUSTRIES LIMIT
526829,INE552D01024,CONFIPET,A,CONFIDENCE PETROLEUM INDIA LTD
526839,INE413C01013,SIPL,X,SHELTER INFRA PROJECTS LTD.
526841,INE794C01016,SHAKTIPR,XT,SHAKTI PRESS LTD.
526847,INE338C01012,ASHSI,XT,ASHIRWAD STEELS & INDUSTRIES L
526849,INE655B01011,BANARBEADS,B,BANARAS BEADS LTD.
526851,INE480H01011,AREXMIS,X,AREX INDUSTRIES LTD.
526853,INE986A01012,BI,X,BILCARE LTD.
526859,INE973B01026,ISFL,X,ISF LIMITED
526861,INE988D01012,RISHILASE,XT,RISHI LASER LTD.
526865,INE966C01010,JAINCO,XT,JAINCO PROJECTS (INDIA) LTD.
526869,INE795E01019,KUMPFIN,X,KUMBHAT FINANCIAL SERVICES LTD
526871,INE017E01018,INTECCAP,XT,INTEC CAPITAL LTD.
526873,INE184D01026,RAJGASES,XT,RAJASTHAN GASES LTD.
526877,INE797C01019,SIDDHEGA,X,SIDDHESWARI GARMENTS LTD.
526881,INE111B01023,63MOONS,B,63 Moons Technologies Limited
526885,INE453D01025,SARLAPOLY,B,SARLA PERFORMANCE FIBERS LTD.
526891,INE944C01017,MKTCREAT,X,MARKET CREATORS LTD.
526899,INE552B01010,HFIL,X,HIMALAYA FOOD INTERNATIONAL LI
526901,INE344I01017,SONALAD,X,SONAL ADHESIVES LTD.
526905,INE743D01011,PADMAIND,XT,Padmanabh Industries Ltd
526921,INE253B01015,21STCENMGM,T,TWENTYFIRST CENTURY MANAGEMENT
526931,INE400G01011,HRYNSHP,X,HARIYANA SHIP BREAKERS LTD.
526935,INE377D01018,ARUNIS,X,ARUNIS ABODE LIMITED
526945,INE945B01016,TYROON,X,TYROON TEA CO.LTD.
526947,INE059D01020,LAOPALA,A,LA OPALA RG LTD.
526951,INE239C01020,STYLAMIND,A,STYLAM INDUSTRIES LIMITED
526953,INE411B01019,VENUSREM,B,VENUS REMEDIES LTD.
526961,INE404B01014,LASTMILE,XT,LAST MILE ENTERPRISES LIMITED
526965,INE372D01019,GUJCRAFT,XT,GUJARAT CRAFT INDUSTRIES LTD.
526967,INE025D01013,HEERAISP,Z,HEERA ISPAT LTD.
526971,INE313G01016,DHOOTIN,X,DHOOT INDUSTRIAL FINANCE LTD.
526981,INE402H01015,SHBAJRG,X,SHRI BAJRANG ALLIANCE LIMITED
526987,INE550C01020,URJA,B,URJA GLOBAL LTD.
527001,INE348A01023,ASHAPURMIN,B,ASHAPURA MINECHEM LTD.
527005,INE847D01010,SHREEPAC,X,SHREE PACETRONIX LTD.
530001,INE186A01019,GUJALKALI,A,GUJARAT ALKALIES & CHEMICALS L
530005,INE383A01012,INDIACEM,A,INDIA CEMENTS LTD.
530007,INE573A01042,JKTYRE,A,JK TYRE & INDUSTRIES LTD.
530011,INE558B01017,MANGCHEFER,B,MANGALORE CHEMICALS & FERTILIZ
530017,INE173A01025,SIL,B,STANDARD INDUSTRIES LTD.
530019,INE700A01033,JUBLPHARMA,A,JUBILANT PHARMOVA LIMITED
530023,INE924D01017,THEINVEST,B,THE INVESTMENT TRUST OF INDIA
530025,INE607G01011,SAMYAKINT,X,SAMYAK INTERNATIONAL LTD.
530027,INE563D01013,AADIIND,XT,AADI INDUSTRIES LTD.
530035,INE612D01018,SANTOSHF,XT,SANTOSH FINE-FAB LTD.
530037,INE618F01010,SREEJAYA,XT,SREE JAYALAKSHMI AUTOSPIN LTD.
530043,INE326C01017,ACKNIT,X,ACKNIT INDUSTRIES LTD.
530045,INE090D01017,TITANSEC,X,TITAN SECURITIES LTD.
530053,INE055E01026,REALECO,X,REAL ECO-ENERGY LIMITED
530057,INE984E01035,VIVANZA,XT,Vivanza Biosciences Limited
530063,INE095C01018,YASHRAJC,XT,YASHRAJ CONTAINEURS LTD.
530065,INE689J01013,LORDSHOTL,XT,LORDS ISHWAR HOTELS LIMITED
530067,INE718F01018,CSLFINANCE,B,CSL Finance Limited
530073,INE989A01024,SANGHVIMOV,A,SANGHVI MOVERS LTD.
530075,INE818A01017,SELAN,B,SELAN EXPLORATION TECHNOLOGY L
530077,INE795D01011,FRSHTRP,X,FRESHTROP FRUITS LTD.
530079,INE963C01033,FAZE3Q,B,FAZE THREE LTD.
530095,INE656B01019,PRADHIN,X,PRADHIN LIMITED
530109,INE069B01023,ANUPAM,X,ANUPAM FINSERV LIMITED
530111,INE639C01013,RAJPACK,X,RAJ PACKAGING INDUSTRIES LTD.
530117,INE959A01019,PRIVISCL,A,PRIVI SPECIALITY CHEMICALS LIM
530119,INE444D01016,NATRAJPR,X,NATRAJ PROTEINS LTD.
530125,INE103E01016,SAMRATPH,X,SAMRAT PHARMACHEM LTD.
530127,INE446D01011,NPRFIN,X,NPR FINANCE LTD.
530129,INE445D01013,NILE,X,NILE LTD.
530131,INE225C01029,UDAICEMENT,B,UDAIPUR CEMENT WORKS LTD.
530133,INE924B01011,AMCOIND,X,AMCO INDIA LTD.
530135,INE350C01017,OPTIEMUS,B,OPTIEMUS INFRACOM LTD
530139,INE302C01018,KREONFIN,XT,KREON FINNANCIAL SERVICES LTD.
530141,INE487G01018,GYANDEV,XT,GYAN DEVELOPERS & BUILDERS LTD
530145,INE017C01012,KISAN,X,KISAN MOULDINGS LTD.
530163,INE817B01025,KERALAYUR,X,KERALA AYURVEDA LTD.
530167,INE153K01018,MONGIPA,X,MOONGIPA CAPITAL FINANCE LTD.
530169,INE388C01017,MOHITPPR,X,MOHIT PAPER MILLS LTD.
530171,INE108C01019,DAULAT,XT,DAULAT SECURITIES LTD.
530173,INE473F01010,OSCARGLO,XT,OSCAR GLOBAL LTD.
530175,INE213B01019,ODYSSEY,XT,ODYSSEY TECHNOLOGIES LTD.
530185,INE936A01025,SURATRAML,X,Surat Trade and Mercantile Lim
530187,INE354E01031,ATHARVENT,X,ATHARV ENTERPRISES LTD.
530197,INE365H01014,FUNDVISER,XT,FUNDVISER CAPITAL (INDIA) LIMI
530199,INE083B01024,THEMISMED,B,THEMIS MEDICARE LTD.
530201,INE629F01025,KALLAM,XT,KALLAM TEXTILES LTD
530207,INE899B01015,BRAWN,X,BRAWN BIOTECH LTD.
530213,INE501D01013,FORINTL,X,FORTUNE INTERNATIONAL LTD.
530215,INE050N01010,KINGSINFR,X,KINGS INFRA VENTURES LIMITED
530217,INE295B01016,SWOEF,XT,SWOJAS ENERGY FOODS LTD.
530231,INE690D01014,SUBSM,X,SUBHASH SILK MILLS LTD.
530233,INE292C01011,AUROLAB,XT,AURO LABORATORIES LTD.
530235,INE533C01018,KJMCFIN,X,KJMC FINANCIAL SERVICES LTD.
530239,INE495B01038,SUVEN,B,SUVEN LIFE SCIENCES LTD.
530245,INE032E01017,ARYAMAN,X,ARYAMAN FINANCIAL SERVICES LTD
530249,INE958C01025,BRIDGESE,XT,BRIDGE SECURITIES LTD.
530251,INE001O01029,RISAINTL,XT,RISA INTERNATIONAL LTD.
530253,INE497E01012,RAJTUBE,X,RAJASTHAN TUBE MANUFACTURING C
530255,INE961B01013,KAYPOWR,XT,KAY POWER AND PAPER LTD.
530259,INE003B01014,INTSTOIL,X,INTER STATE OIL CARRIER LTD.
530263,INE062C01042,GLOBALCA,X,GLOBAL CAPITAL MARKETS LTD.
530265,INE584B01013,SAINIK,X,SAINIK FINANCE & INDUSTRIES LT
530267,INE021N01011,ARIGATO,XT,ARIGATO UNIVERSE LIMITED
530281,INE373C01019,QUANTDIA,X,QUANTUM DIGITAL VISION (INDIA)
530289,INE102F01015,SPCAPIT,X,SP CAPITAL FINANCING LTD.
530291,INE791C01012,PAOS,XT,PAOS INDUSTRIES LIMITED
530299,INE823A01017,KOTHARIPRO,B,KOTHARI PRODUCTS LTD.
530305,INE546C01010,PICCADIL,T,PICCADILY AGRO INDUSTRIES LTD.
530307,INE419D01026,CLSEL,B,CHAMAN LAL SETIA EXPORTS LTD.
530309,INE368D01025,CHANDRAP,X,CHANDRA PRABHU INTERNATIONAL L
530313,INE285U01025,KIMIABL,X,KIMIA BIOSCIENCES LIMITED
530315,INE428D01019,HINDTIN,X,HINDUSTAN TIN WORKS LTD.
530317,INE362C01012,GODAVARI,X,GODAVARI DRUGS LTD.
530331,INE001E01012,PREMCO,X,PREMCO GLOBAL LTD.
530341,INE596B01017,MUKESHB,X,MUKESH BABU FINANCIAL SERVICES
530343,INE955D01029,GENUSPOWER,A,GENUS POWER INFRASTRUCTURES LT
530355,INE276G01015,ASIANENE,B,ASIAN ENERGY SERVICES LTD
530357,INE883D01023,KBSINDIA,X,KBS INDIA LIMITED
530361,INE428P01013,PRABHHANS,X,PRABHHANS INDUSTRIES LIMITED
530363,INE071E01023,UGARSUGAR,B,UGAR SUGAR WORKS LTD.
530365,INE607D01018,ORIENTBELL,B,ORIENT BELL LIMITED
530367,INE349A01021,NRBBEARING,B,NRB BEARINGS LTD.
530369,INE380C01014,VAMSHIRU,XT,VAMSHI RUBBER LTD.
530377,INE937C01029,NILAINFRA,B,NILA INFRASTRUCTURES LTD.
530393,INE921B01025,DBSTOCKBRO,B,DB (INTERNATIONAL) STOCK BROKE
530401,INE526H01011,VINYOFL,X,VINYOFLEX LTD.
530405,INE356F01017,JINDCAP,X,JINDAL CAPITAL LTD.
530407,INE932F01015,EPIC,XT,EPIC ENERGY LTD.
530419,INE886B01012,SUMEDHA,X,SUMEDHA FISCAL SERVICES LTD.
530421,INE430F01010,KUWERIN,X,KUWER INDUSTRIES LTD.
530427,INE865B01016,CHOKSI,X,CHOKSI IMAGING LTD.
530429,INE831C01016,ASHISHPO,XT,ASHISH POLYPLAST LTD.
530431,INE853A01022,ADORFO,X,ADOR FONTECH LTD.
530433,INE960E01019,SHIVAAGRO,XT,SHIVA GLOBAL AGRO INDUSTRIES L
530439,INE140C01012,SIDDHA,X,SIDDHA VENTURES LTD.
530443,INE293D01017,KIRANSY-B,X,KIRAN SYNTEX LTD.
530445,INE764B01029,SUMERUIND,XT,SUMERU INDUSTRIES LTD.
530449,INE347C01013,RUNGTAIR,XT,RUNGTA IRRIGATION LTD.
530457,INE959B01017,CINERAD,XT,CINERAD COMMUNICATIONS LTD.
530459,INE808A01018,VALSONQ,X,VALSON INDUSTRIES LTD.
530461,INE440C01016,SABOOSOD,X,SABOO SODIUM CHLORO LTD.
530469,INE721D01017,GSLSEC,XT,GSL SECURITIES LTD.
530475,INE015C01016,TINNARUBR,B,TINNA RUBBER AND INFRASTRUCTUR
530477,INE337E01010,VIKRAMTH,X,VIKRAM THERMO (INDIA) LTD.
530495,INE473C01025,STRATMONT,XT,STRATMONT INDUSTRIES LIMITED
530499,INE701G01012,AKCAPIT,X,A.K.CAPITAL SERVICES LTD.
530517,INE131B01039,RELAXO,A,RELAXO FOOTWEARS LTD.
530521,INE467D01017,VIRAT,X,VIRAT INDUSTRIES LTD.
530525,INE786J01025,RRETAIL,XT,RAJNISH RETAIL LIMITED
530533,INE390D01011,TERAI,X,TERAI TEA CO.LTD.
530545,INE949B01018,COSCO,X,COSCO (INDIA) LTD.
530547,INE395E01018,KENFIN,XT,KEN FINANCIAL SERVICES LTD.
530549,INE790G01031,SHILPAMED,A,SHILPA MEDICARE LTD.
530555,INE074B01023,PARACABLES,T,PARAMOUNT COMMUNICATIONS LTD.
530557,INE132F01038,NCLRESE,XT,NCL RESEARCH & FINANCIAL SERVI
530565,INE149B01015,POPEES,XT,POPEES CARES LIMITED
530571,INE335G01019,EXPLICITFIN,XT,EXPLICIT FINANCE LTD.
530577,INE519D01015,LADDERUP,X,LADDERUP FINANCE LTD.
530579,INE152C01025,UYFINCORP,X,U. Y. FINCORP LIMITED
530581,INE906L01025,EKAMLEA,X,EKAM LEASING & FINANCE CO.LTD.
530585,INE691C01014,SWASTIKA,XT,SWASTIKA INVESTMART LTD.
530589,INE573B01016,PRIMAPLA,X,PRIMA PLASTICS LTD.
530595,INE381G01013,TELECANOR,XT,TELECANOR GLOBAL LTD.
530601,INE582C01015,JAGSONFI,XT,JAGSONPAL FINANCE & LEASING LT
530615,INE194E01015,GARGFUR,XT,GARG FURNACE LTD.
530617,INE375C01014,SAMPRE,X,SAMPRE NUTRITIONS LTD.
530621,INE864E01021,AAIL,X,Akar Auto Industries Limited
530627,INE834D01018,VIPULORG,X,Vipul Organics Limited
530643,INE316A01038,ECORECO,XT,ECO RECYCLING LTD.
530655,INE127I01024,GOODLUCK,B,Goodluck India Limited
530663,INE912B01032,GOYALASS,X,GOYAL ASSOCIATES LTD.
530665,INE812B01026,ZENITHHE,X,ZENITH HEALTH CARE LTD.
530677,INE822E01011,SUPREME,X,SUPREME HOLDINGS & HOSPITALITY
530689,INE624M01014,LYKISLTD,X,LYKIS LIMITED
530695,INE233C01023,PRIMEPRO,X,PRIME PROPERTY DEVELOPMENT COR
530697,INE546F01013,ZENLABS,X,Zenlabs Ethica Limited
530699,INE533D01032,RAJRILTD,T,RAJ RAYON INDUSTRIES LIMITED
530705,INE161F01011,FLORATX,XT,FLORA TEXTILES LTD.
530709,INE225G01012,GOWRALE,X,GOWRA LEASING & FINANCE LTD.
530711,INE144C01014,JAGANLAM,X,JAGAN LAMPS LTD.
530713,INE229B01015,AJEL,XT,AJEL LTD.
530715,INE093B01015,ALPSINDUS,T,ALPS INDUSTRIES LTD.
530723,INE041B01014,ASITCFIN,X,ASIT C.MEHTA FINANCIAL SERVICE
530733,INE900O01014,ENCODE,XT,ENCODE PACKAGING INDIA LIMITED
530735,INE897A01011,SUPERBAK,X,SUPER BAKERS (INDIA) LTD.
530741,INE812S01012,OVOBELE,X,OVOBEL FOODS LTD.
530747,INE807A01010,CHALLANI,X,CHALLANI CAPITAL LIMITED
530755,INE715D01019,CORNE,X,CORAL NEWSPRINTS LTD.
530759,INE334A01023,STERTOOLS,B,STERLING TOOLS LTD.
530765,INE510B01018,AGARWAL,X,AGARWAL FORTUNE INDIA LIMITED
530779,INE118C01018,DYNAMICP,X,DYNAMIC PORTFOLIO MANAGEMENT &
530787,INE055O01033,INLANPR,XT,INLAND PRINTERS LTD.
530789,INE358C01010,CEEJAY,X,CEEJAY FINANCE LTD.
530795,INE584D01019,SUNCITYSY,XT,SUNCITY SYNTHETICS LTD.
530797,INE400N01017,SHGANEL,X,SHREE GANESH ELASTOPLAST LTD.
530799,INE336D01014,ANNAINFRA,X,ANNA INFRASTRUCTURES LTD.
530803,INE354C01027,BHAGERIA,B,Bhageria Industries Limited
530805,INE125F01024,OIVL,X,Onesource Ideas Venture Limite
530809,INE355C01016,BNRUDY,X,BNR UDYOG LTD.
530813,INE001B01026,KRBL,A,KRBL LTD.
530821,INE838C01011,SSPDL,XT,SSPDL LTD.
530825,INE789B01018,DAIKAFFI,XT,DAIKAFFIL CHEMICALS INDIA LTD.
530829,INE830A01012,CILSEC,X,CIL SECURITIES LTD.
530839,INE011B01017,CLIOINFO,X,CLIO INFOTECH LTD.
530843,INE509F01029,CUPID,T,CUPID LTD.
530845,INE199E01014,SUNSHIEL,X,SUNSHIELD CHEMICALS LTD.
530853,INE963A01011,HIPOLIN,X,HIPOLIN LTD.
530871,INE995D01025,CHEMBOND,B,CHEMBOND CHEMICALS LTD.
530879,INE345H01016,CIFL,B,CAPITAL INDIA FINANCE LIMITED
530881,INE485K01014,ABVL,XT,Arunjyoti Bio Ventures Limited
530883,INE366G01022,SUCROSA,X,SUPER CROP SAFE LTD.
530897,INE825C01018,NGIND,X,N.G.INDUSTRIES LTD.
530899,INE784M01016,ASIAPAK,X,ASIA PACK LTD.
530909,INE308B01017,ERPSOFT,XT,ERP SOFT SYSTEMS LTD.
530919,INE474C01023,REMSONSIND,B,REMSONS INDUSTRIES LTD.
530925,INE609D01014,RAMSONS,X,RAMSONS PROJECTS LTD.
530931,INE457D01018,STANPACK,XT,STANPACKS (INDIA) LTD.
530943,INE416A01044,SABTNL,T,SRI ADHIKARI BROTHERS TELEVISI
530951,INE357B01022,RAMINFO,X,RAMINFO LIMITED
530953,INE224D01012,SUNILAGR,X,SUNIL AGRO FOODS LTD.
530959,INE012E01035,DIANATEA,X,DIANA TEA CO.LTD.
530961,INE806A01020,VIKASECO,B,Vikas EcoTech Limited
530965,INE242A01010,IOC,A,INDIAN OIL CORPORATION LTD.
530973,INE042C01010,ALFAICA,X,ALFA ICA (INDIA) LTD.
530977,INE260E01014,SKCIL,X,Shri Keshav Cements and Infra
530979,INE274E01015,INDIAHOME,X,INDIA HOME LOAN LTD.
530991,INE443C01010,ROOPAIND,X,ROOPA INDUSTRIES LTD.
530997,INE333E01019,UNIQUEO,X,UNIQUE ORGANICS LTD.
530999,INE050E01027,BALAMINES,A,BALAJI AMINES LTD.
531017,INE190D01015,ARISE,X,ARIHANTS SECURITIES LTD.
531025,INE309H01038,VISAGAR,X,VISAGAR FINANCIAL SERVICES LTD
531027,INE267E01019,LIBORD,XT,LIBORD SECURITIES LTD.
531035,INE432F01024,ERAAYA,XT,ERAAYA LIFESPACES LIMITED
